,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,97.0,110.79520202020201,0.3786677911092358,0.7483519919895747,0.8480695358042041,0.8791639197628827,0.366,0.724,0.82,0.85,0.37188072888509993,0.7352769329431419,0.8330219712905704,0.8635342948679557,0.0031720035436801006
