,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,137.2,119.13354421768709,0.2627642785762036,0.52348324354451,0.6125236056585066,0.6576840726806372,0.36,0.7179999999999999,0.8400000000000001,0.9020000000000001,0.30375111327905124,0.6054292571666536,0.7083634889248485,0.7606143220283408,0.002829906479762189
