,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,488.0,80.43999999999998,0.11496084733615926,0.1724979086916913,0.18474971792602335,0.2051416616600387,0.5599999999999999,0.8400000000000001,0.9000000000000001,1.0,0.19072983092005819,0.286174306765563,0.3065211850659311,0.34039100659544735,0.022008819642857176
