,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,166.4,385.5574197317618,0.05447340066119906,0.12967261223711252,0.1997997904467137,0.2731226033399476,0.09,0.21599999999999997,0.33199999999999996,0.454,0.06779757484770575,0.1619079646445033,0.24922925189252193,0.3407309946779962,0.006435766703220339
