1.301358342170715332e-01,1.314549297094345093e-01,1.242369413375854492e-01,1.675207167863845825e-01,1.770141124725341797e-01,1.007636040449142456e-01,1.272013634443283081e-01,7.615208625793457031e-02,9.884095191955566406e-02,1.378904879093170166e-01,2.045559883117675781e-01,1.481072306632995605e-01,2.388564050197601318e-01,8.453759551048278809e-02,1.209166944026947021e-01,1.092475354671478271e-01,1.608005166053771973e-01,1.163522005081176758e-01,3.496490418910980225e-02,1.237810254096984863e-01,9.048762917518615723e-02,1.412560939788818359e-01,1.524313390254974365e-01,1.814601421356201172e-01,1.587964296340942383e-01,7.742299139499664307e-02,1.137192994356155396e-01,1.261118203401565552e-01,1.827282011508941650e-01,1.834573596715927124e-01,7.778570055961608887e-02,1.323518604040145874e-01,1.580738127231597900e-01,1.735353916883468628e-01,1.602446585893630981e-01,1.054285019636154175e-01,1.410293430089950562e-01,8.290236443281173706e-02,1.471745520830154419e-01,1.756649464368820190e-01,3.610028028488159180e-01,4.269009828567504883e-01,3.138529658317565918e-01,2.889079749584197998e-01,3.687137663364410400e-01,3.244181275367736816e-01,3.218269050121307373e-01,3.885332643985748291e-01,4.862864315509796143e-01,4.580498039722442627e-01,1.287437081336975098e-01,9.679099917411804199e-02,1.485753357410430908e-01,1.344981640577316284e-01,1.342367082834243774e-01,1.716711670160293579e-01,1.271381527185440063e-01,1.759700030088424683e-01,1.172866821289062500e-01,1.006044000387191772e-01,6.141464710235595703e-01,6.613848805427551270e-01,5.770444273948669434e-01,6.847327947616577148e-01,6.836918592453002930e-01,7.221887111663818359e-01,6.591479778289794922e-01,7.815801501274108887e-01,6.653980016708374023e-01,6.689990758895874023e-01,5.805223584175109863e-01,7.188206911087036133e-01,7.022325992584228516e-01,6.011247634887695312e-01,7.411823272705078125e-01,6.891831159591674805e-01,7.026828527450561523e-01,6.434819698333740234e-01,6.083449125289916992e-01,6.597931385040283203e-01,7.585127353668212891e-01,7.130521535873413086e-01,7.669758796691894531e-01,7.290883660316467285e-01,7.528243064880371094e-01,7.399410009384155273e-01,7.959257960319519043e-01,6.036658287048339844e-01,5.454806685447692871e-01,6.739870309829711914e-01,1.044242978096008301e-01,1.437592655420303345e-01,1.229573637247085571e-01,1.369490921497344971e-01,1.843709647655487061e-01,1.360809653997421265e-01,1.337470710277557373e-01,1.137746721506118774e-01,9.336934983730316162e-02,9.205166995525360107e-02
1.428587436676025391e-01,7.340222597122192383e-02,9.072545170783996582e-02,6.415556371212005615e-02,1.734466254711151123e-01,8.417215943336486816e-02,6.769317388534545898e-02,1.627285927534103394e-01,1.684037744998931885e-01,1.067807525396347046e-01,1.864844709634780884e-01,1.361205279827117920e-01,1.477289646863937378e-01,1.399739831686019897e-01,1.773164868354797363e-01,1.606474667787551880e-01,1.091677397489547729e-01,1.152738034725189209e-01,7.651938498020172119e-02,1.177141070365905762e-01,1.127480119466781616e-01,1.019242703914642334e-01,1.631882190704345703e-01,8.675643801689147949e-02,1.586020886898040771e-01,1.375061273574829102e-01,1.350475996732711792e-01,1.148263514041900635e-01,7.300580292940139771e-02,1.265394836664199829e-01,1.514941602945327759e-01,1.526645272970199585e-01,1.361324042081832886e-01,1.351534426212310791e-01,1.238495260477066040e-01,8.860079944133758545e-02,1.397972702980041504e-01,1.776955574750900269e-01,7.829362154006958008e-02,8.897218108177185059e-02,3.989490270614624023e-01,1.803527623414993286e-01,2.615119218826293945e-01,1.936436593532562256e-01,5.313546657562255859e-01,3.718291223049163818e-01,3.774032592773437500e-01,6.419565677642822266e-01,2.985175848007202148e-01,4.472866356372833252e-01,8.519560098648071289e-02,6.277666240930557251e-02,1.180890947580337524e-01,1.114839017391204834e-01,1.850475519895553589e-01,1.613156348466873169e-01,1.337174922227859497e-01,1.765513271093368530e-01,2.034224569797515869e-01,1.215919703245162964e-01,6.666303873062133789e-01,5.782346725463867188e-01,5.509966611862182617e-01,6.351770162582397461e-01,6.374237537384033203e-01,7.206987738609313965e-01,7.437201738357543945e-01,5.772235393524169922e-01,7.170680761337280273e-01,7.288117408752441406e-01,6.323753595352172852e-01,6.547631025314331055e-01,7.297871708869934082e-01,7.781635522842407227e-01,6.601943373680114746e-01,6.682596206665039062e-01,6.524791717529296875e-01,7.413982748985290527e-01,7.138971090316772461e-01,7.376885414123535156e-01,6.396970152854919434e-01,6.804912090301513672e-01,6.221926212310791016e-01,5.961283445358276367e-01,7.111088633537292480e-01,6.403154134750366211e-01,6.818575263023376465e-01,6.146177649497985840e-01,6.415159702301025391e-01,5.900509357452392578e-01,1.630913019180297852e-01,1.640598475933074951e-01,8.471709489822387695e-02,1.504390239715576172e-01,1.444645226001739502e-01,1.639121770858764648e-01,8.906568586826324463e-02,1.236332654953002930e-01,1.521181315183639526e-01,1.339130550622940063e-01
1.045736968517303467e-01,9.871098399162292480e-02,1.181670278310775757e-01,1.798728704452514648e-01,1.176238209009170532e-01,1.196509748697280884e-01,1.176445484161376953e-01,8.890941739082336426e-02,1.525367945432662964e-01,7.923243939876556396e-02,1.392557471990585327e-01,1.165474057197570801e-01,1.623174548149108887e-01,1.464182138442993164e-01,1.454265117645263672e-01,1.320477426052093506e-01,1.467975527048110962e-01,8.311349153518676758e-02,1.764751821756362915e-01,1.758350878953933716e-01,1.114917546510696411e-01,8.243939280509948730e-02,8.474694192409515381e-02,1.527283638715744019e-01,1.327965706586837769e-01,1.068296730518341064e-01,5.447760969400405884e-02,1.200530678033828735e-01,8.887749910354614258e-02,1.149826794862747192e-01,1.829383373260498047e-01,1.341594308614730835e-01,1.491819024085998535e-01,1.539934277534484863e-01,1.576478928327560425e-01,8.143141865730285645e-02,1.947498917579650879e-01,1.209458261728286743e-01,1.609853655099868774e-01,1.181754022836685181e-01,2.865416407585144043e-01,3.929472863674163818e-01,2.192807793617248535e-01,1.845304369926452637e-01,4.099215865135192871e-01,3.913655281066894531e-01,2.269224226474761963e-01,3.682090640068054199e-01,5.108835697174072266e-01,4.211713969707489014e-01,1.404637545347213745e-01,2.710325270891189575e-02,1.799461394548416138e-01,8.844420313835144043e-02,1.052790582180023193e-01,1.398532539606094360e-01,1.816587150096893311e-01,8.306957781314849854e-02,1.684438884258270264e-01,1.262114495038986206e-01,6.452732682228088379e-01,6.605812907218933105e-01,5.951530933380126953e-01,7.454569935798645020e-01,7.375016808509826660e-01,6.137096881866455078e-01,6.732703447341918945e-01,7.247475385665893555e-01,6.382780671119689941e-01,6.572483181953430176e-01,6.795492172241210938e-01,7.400165200233459473e-01,6.820528507232666016e-01,7.355184555053710938e-01,6.286084651947021484e-01,7.108342647552490234e-01,6.488766074180603027e-01,6.700495481491088867e-01,5.966706871986389160e-01,7.576851248741149902e-01,6.939464807510375977e-01,6.985231041908264160e-01,8.024525642395019531e-01,7.257361412048339844e-01,8.370349407196044922e-01,6.052711009979248047e-01,5.670534372329711914e-01,6.558822393417358398e-01,6.167856454849243164e-01,6.182862520217895508e-01,9.860108792781829834e-02,1.337510198354721069e-01,1.037308275699615479e-01,1.299983859062194824e-01,1.336745768785476685e-01,1.974008083343505859e-01,6.912167370319366455e-02,1.489223390817642212e-01,1.371385306119918823e-01,8.373510837554931641e-02
3.191398829221725464e-02,4.465644806623458862e-02,9.665350615978240967e-02,1.017120182514190674e-01,1.581572145223617554e-01,4.992204904556274414e-02,1.900317370891571045e-01,1.703451871871948242e-01,7.857080549001693726e-02,1.245617717504501343e-01,2.077416628599166870e-01,1.347462534904479980e-01,1.593455225229263306e-01,1.406076699495315552e-01,1.566366255283355713e-01,4.830672591924667358e-02,9.784345328807830811e-02,1.536186784505844116e-01,1.543166488409042358e-01,7.126960903406143188e-02,1.215338408946990967e-01,1.545870453119277954e-01,8.362734317779541016e-02,1.057961136102676392e-01,1.496217995882034302e-01,1.340955346822738647e-01,1.503988802433013916e-01,1.431457549333572388e-01,1.531005799770355225e-01,1.471822559833526611e-01,1.077616065740585327e-01,1.815898567438125610e-01,1.161238849163055420e-01,9.620867669582366943e-02,1.198858767747879028e-01,1.807090789079666138e-01,1.559440344572067261e-01,1.578152775764465332e-01,1.329741626977920532e-01,1.641094535589218140e-01,1.731511950492858887e-01,5.350121259689331055e-01,4.066113531589508057e-01,4.748872220516204834e-01,2.875513434410095215e-01,3.233402073383331299e-01,3.896485567092895508e-01,3.624421656131744385e-01,4.160538613796234131e-01,2.384369373321533203e-01,1.092145442962646484e-01,1.020164787769317627e-01,1.244942992925643921e-01,1.706768423318862915e-01,1.416133344173431396e-01,7.515400648117065430e-02,8.781883120536804199e-02,1.616019606590270996e-01,9.898483753204345703e-02,1.316552013158798218e-01,7.146260142326354980e-01,7.407200336456298828e-01,6.681063175201416016e-01,7.028310298919677734e-01,6.878211498260498047e-01,6.903020143508911133e-01,6.037878990173339844e-01,8.357118368148803711e-01,6.467353105545043945e-01,7.537223100662231445e-01,6.873521804809570312e-01,7.238969802856445312e-01,6.577468514442443848e-01,6.036008596420288086e-01,6.485823392868041992e-01,6.373603343963623047e-01,7.653695344924926758e-01,5.208101272583007812e-01,6.438516378402709961e-01,6.470222473144531250e-01,6.458375453948974609e-01,6.400036811828613281e-01,7.492682337760925293e-01,6.359900832176208496e-01,7.323846817016601562e-01,6.289370656013488770e-01,7.644220590591430664e-01,4.886315762996673584e-01,5.385888814926147461e-01,6.042650938034057617e-01,1.243163347244262695e-01,5.932594835758209229e-02,1.360396742820739746e-01,1.386826783418655396e-01,1.312323063611984253e-01,1.542074084281921387e-01,1.137018203735351562e-01,1.293950229883193970e-01,1.454974114894866943e-01,1.446304470300674438e-01
9.342582523822784424e-02,1.291810721158981323e-01,1.129298210144042969e-01,1.630564779043197632e-01,1.263259053230285645e-01,4.353505373001098633e-02,1.566235870122909546e-01,1.776606291532516479e-01,1.496820300817489624e-01,9.577213227748870850e-02,1.686782687902450562e-01,1.365427076816558838e-01,1.956402957439422607e-01,8.963516354560852051e-02,5.579020082950592041e-02,1.616054326295852661e-01,1.454501152038574219e-01,1.281538158655166626e-01,1.468454301357269287e-01,1.084293574094772339e-01,1.406648457050323486e-01,1.091010719537734985e-01,1.157252490520477295e-01,1.317164450883865356e-01,1.198122054338455200e-01,1.304963976144790649e-01,1.276177018880844116e-01,1.172323375940322876e-01,1.063205897808074951e-01,1.027088761329650879e-01,9.227930009365081787e-02,9.605570137500762939e-02,9.706106781959533691e-02,9.910647571086883545e-02,1.563591808080673218e-01,9.777475893497467041e-02,1.641139984130859375e-01,1.558582931756973267e-01,1.245097517967224121e-01,1.504084914922714233e-01,3.077000081539154053e-01,3.933881223201751709e-01,3.436120152473449707e-01,3.437115848064422607e-01,4.906818568706512451e-01,3.538568615913391113e-01,5.134640336036682129e-01,3.666905760765075684e-01,5.109311342239379883e-01,2.748241126537322998e-01,1.067303270101547241e-01,1.152704954147338867e-01,1.147370040416717529e-01,1.326720863580703735e-01,1.803090870380401611e-01,1.557896286249160767e-01,1.453943103551864624e-01,8.044534921646118164e-02,1.192058473825454712e-01,1.559736430644989014e-01,6.934195160865783691e-01,6.605581641197204590e-01,7.066932320594787598e-01,6.421923041343688965e-01,6.984650492668151855e-01,5.203563570976257324e-01,7.125829458236694336e-01,5.788974165916442871e-01,6.417188644409179688e-01,6.012805700302124023e-01,7.236984372138977051e-01,6.835950613021850586e-01,6.447014808654785156e-01,6.646516919136047363e-01,5.604265928268432617e-01,5.629021525382995605e-01,6.878712177276611328e-01,6.656650900840759277e-01,6.228167414665222168e-01,7.425147294998168945e-01,5.442496538162231445e-01,6.785069108009338379e-01,7.527848482131958008e-01,6.923187971115112305e-01,5.529766678810119629e-01,7.167750597000122070e-01,7.083063125610351562e-01,6.406774520874023438e-01,7.746179103851318359e-01,7.105694413185119629e-01,2.228567600250244141e-01,1.866245418787002563e-01,1.537181288003921509e-01,1.464750170707702637e-01,1.405071169137954712e-01,2.070913612842559814e-01,1.317970007658004761e-01,1.480399370193481445e-01,1.106038987636566162e-01,1.797713935375213623e-01
1.112241297960281372e-01,1.495937258005142212e-01,4.684359580278396606e-02,1.856584995985031128e-01,1.429838091135025024e-01,5.234275758266448975e-02,1.149856448173522949e-01,1.112390607595443726e-01,1.165073513984680176e-01,1.659780442714691162e-01,1.217960864305496216e-01,2.065682411193847656e-01,1.063198745250701904e-01,8.028222620487213135e-02,1.065159738063812256e-01,1.359409242868423462e-01,1.217460036277770996e-01,1.273476481437683105e-01,1.678450703620910645e-01,6.776510924100875854e-02,1.100035905838012695e-01,9.337928891181945801e-02,1.059115380048751831e-01,1.234871000051498413e-01,9.558540582656860352e-02,1.391606628894805908e-01,1.174810975790023804e-01,1.378977745771408081e-01,1.211032122373580933e-01,7.207413762807846069e-02,1.142309010028839111e-01,2.005794346332550049e-01,1.026052087545394897e-01,2.018251419067382812e-01,1.564363390207290649e-01,7.238195836544036865e-02,7.820554077625274658e-02,1.135296076536178589e-01,1.589030772447586060e-01,1.390500813722610474e-01,2.653063535690307617e-01,2.811857163906097412e-01,2.258233428001403809e-01,4.839196503162384033e-01,3.856949806213378906e-01,2.125842571258544922e-01,5.131218433380126953e-01,5.248781442642211914e-01,3.846361041069030762e-01,4.076171815395355225e-01,1.105220168828964233e-01,1.575351506471633911e-01,1.232074350118637085e-01,1.663768738508224487e-01,1.837792545557022095e-01,1.192498505115509033e-01,1.659447252750396729e-01,1.461835652589797974e-01,1.515952795743942261e-01,1.086452752351760864e-01,5.921936631202697754e-01,6.451930403709411621e-01,6.659924983978271484e-01,6.861917972564697266e-01,6.561310291290283203e-01,7.102250456809997559e-01,8.158637285232543945e-01,6.289755105972290039e-01,6.565362215042114258e-01,6.545878648757934570e-01,6.849517822265625000e-01,5.604611635208129883e-01,7.511659860610961914e-01,7.888666391372680664e-01,6.717742681503295898e-01,6.967705488204956055e-01,6.709685325622558594e-01,6.148293018341064453e-01,6.267781853675842285e-01,6.649852991104125977e-01,6.229659318923950195e-01,6.421296596527099609e-01,6.600160002708435059e-01,6.383977532386779785e-01,6.588493585586547852e-01,7.019343376159667969e-01,4.738961160182952881e-01,7.305330038070678711e-01,7.460051774978637695e-01,6.213482618331909180e-01,1.095788478851318359e-01,1.221532523632049561e-01,1.580577492713928223e-01,1.446422785520553589e-01,2.408699691295623779e-02,1.039977818727493286e-01,1.102449148893356323e-01,9.403729438781738281e-02,1.910650283098220825e-01,1.593004614114761353e-01
8.686414361000061035e-02,1.024668663740158081e-01,1.168935298919677734e-01,1.804298162460327148e-01,1.775220781564712524e-01,1.071451604366302490e-01,9.313616156578063965e-02,6.526666879653930664e-02,1.013911217451095581e-01,1.468646228313446045e-01,1.424466371536254883e-01,1.595292985439300537e-01,1.461561769247055054e-01,8.198514580726623535e-02,1.681674718856811523e-01,9.961068630218505859e-02,1.120389252901077271e-01,1.840036511421203613e-01,1.295065581798553467e-01,1.747945994138717651e-01,1.350063979625701904e-01,1.192492693662643433e-01,1.323050409555435181e-01,1.517416089773178101e-01,1.139073669910430908e-01,1.280110329389572144e-01,1.398144215345382690e-01,1.266442537307739258e-01,1.648606508970260620e-01,1.191817820072174072e-01,1.653222590684890747e-01,2.001614123582839966e-01,1.158360838890075684e-01,8.709868788719177246e-02,1.652093976736068726e-01,1.597742140293121338e-01,1.795137673616409302e-01,1.049269586801528931e-01,1.416465491056442261e-01,1.913865953683853149e-01,3.099834620952606201e-01,5.358783006668090820e-01,4.201309084892272949e-01,3.554118871688842773e-01,1.801645904779434204e-01,2.912102937698364258e-01,4.720464050769805908e-01,2.272286713123321533e-01,1.788077354431152344e-01,3.532418906688690186e-01,1.320624351501464844e-01,1.278146207332611084e-01,2.126045376062393188e-01,6.185514479875564575e-02,8.655110001564025879e-02,7.972068339586257935e-02,1.357048153877258301e-01,1.347807943820953369e-01,9.495656192302703857e-02,1.153098642826080322e-01,7.423498630523681641e-01,7.396504878997802734e-01,7.624410986900329590e-01,6.786795854568481445e-01,6.306184530258178711e-01,6.727094650268554688e-01,6.591710448265075684e-01,6.618497371673583984e-01,7.779356241226196289e-01,7.148122787475585938e-01,5.476355552673339844e-01,6.582528948783874512e-01,6.612765789031982422e-01,6.168760061264038086e-01,6.650878787040710449e-01,6.977432966232299805e-01,6.585022211074829102e-01,6.142736673355102539e-01,6.549836397171020508e-01,6.057533025741577148e-01,7.464184761047363281e-01,6.371563673019409180e-01,6.996109485626220703e-01,7.452042102813720703e-01,6.755598783493041992e-01,6.775946617126464844e-01,7.173686623573303223e-01,5.124871730804443359e-01,6.770449876785278320e-01,7.285737991333007812e-01,1.032988727092742920e-01,1.104041486978530884e-01,6.260954588651657104e-02,1.665357947349548340e-01,1.429497599601745605e-01,1.052992045879364014e-01,9.180520474910736084e-02,1.438773423433303833e-01,1.351107060909271240e-01,1.598910093307495117e-01
5.303319543600082397e-02,8.854433894157409668e-02,1.033600121736526489e-01,1.159056872129440308e-01,1.365383416414260864e-01,8.056367933750152588e-02,8.481760323047637939e-02,1.199700683355331421e-01,1.849310100078582764e-01,8.041843771934509277e-02,9.259899705648422241e-02,1.135056763887405396e-01,1.389342397451400757e-01,9.537543356418609619e-02,1.146916151046752930e-01,5.943101644515991211e-02,6.146897375583648682e-02,1.032951474189758301e-01,1.082296818494796753e-01,8.897548913955688477e-02,7.142998278141021729e-02,9.616188704967498779e-03,1.027512699365615845e-01,1.585550606250762939e-01,1.026124507188796997e-01,1.315759420394897461e-01,6.022712588310241699e-02,1.470465213060379028e-01,7.519169151782989502e-02,1.109262257814407349e-01,1.714462190866470337e-01,1.052047908306121826e-01,5.927828699350357056e-02,1.070639938116073608e-01,1.218816339969635010e-01,7.469187676906585693e-02,9.146912395954132080e-02,1.336786001920700073e-01,8.678713440895080566e-02,1.330695152282714844e-01,1.266534030437469482e-01,4.231337606906890869e-01,2.445908188819885254e-01,2.540728747844696045e-01,4.793180823326110840e-01,1.781266033649444580e-01,5.305586457252502441e-01,3.461948931217193604e-01,5.440065860748291016e-01,4.427962005138397217e-01,1.286332309246063232e-01,1.038122922182083130e-01,1.886975765228271484e-01,1.664127409458160400e-01,1.612422913312911987e-01,2.011109590530395508e-01,2.195829451084136963e-01,1.288998872041702271e-01,1.372151970863342285e-01,1.148355305194854736e-01,7.062189579010009766e-01,4.988909065723419189e-01,6.409979462623596191e-01,5.984445810317993164e-01,6.982156634330749512e-01,6.122206449508666992e-01,6.300373077392578125e-01,6.358684301376342773e-01,5.658845901489257812e-01,7.081506252288818359e-01,6.666619181632995605e-01,6.754570007324218750e-01,6.450930833816528320e-01,6.370527744293212891e-01,7.401140332221984863e-01,6.327990889549255371e-01,6.437858939170837402e-01,6.441528797149658203e-01,6.628929376602172852e-01,6.977417469024658203e-01,6.691401004791259766e-01,7.016456127166748047e-01,7.917301654815673828e-01,6.228961944580078125e-01,7.808248996734619141e-01,7.129368782043457031e-01,6.901283264160156250e-01,6.766136288642883301e-01,6.401240825653076172e-01,6.987925171852111816e-01,1.339118778705596924e-01,1.351922154426574707e-01,1.484072655439376831e-01,1.703794449567794800e-01,1.509763896465301514e-01,1.140116602182388306e-01,8.117946982383728027e-02,1.626031696796417236e-01,1.315285563468933105e-01,9.793797135353088379e-02
1.135341823101043701e-01,7.400978356599807739e-02,1.624840348958969116e-01,1.587965190410614014e-01,1.614929437637329102e-01,1.002471148967742920e-01,1.506802290678024292e-01,1.168503165245056152e-01,1.304175704717636108e-01,1.038519293069839478e-01,4.808333516120910645e-02,1.235271096229553223e-01,8.690438419580459595e-02,1.030323952436447144e-01,1.949881762266159058e-01,1.747325807809829712e-01,1.415669620037078857e-01,1.904809623956680298e-01,1.170449703931808472e-01,1.101597249507904053e-01,1.272807866334915161e-01,1.181347072124481201e-01,1.167301982641220093e-01,1.168422102928161621e-01,9.301362931728363037e-02,1.175976395606994629e-01,6.460828334093093872e-02,1.502531021833419800e-01,7.115367799997329712e-02,1.474835574626922607e-01,1.374075114727020264e-01,1.930050700902938843e-01,1.300001442432403564e-01,1.293854117393493652e-01,2.520676553249359131e-01,1.244320869445800781e-01,1.707928329706192017e-01,1.367272585630416870e-01,1.991640776395797729e-01,9.310495853424072266e-02,2.950175702571868896e-01,4.310496747493743896e-01,5.062984228134155273e-01,1.773057878017425537e-01,3.489171266555786133e-01,2.827362716197967529e-01,3.282667398452758789e-01,4.774904251098632812e-01,3.223928809165954590e-01,4.929119944572448730e-01,1.861834973096847534e-01,9.175613522529602051e-02,1.831364184617996216e-01,6.652474403381347656e-02,1.219236701726913452e-01,1.392279118299484253e-01,1.633320152759552002e-01,1.047219634056091309e-01,1.523252874612808228e-01,1.457465440034866333e-01,6.100481748580932617e-01,7.362277507781982422e-01,5.957708358764648438e-01,6.722248792648315430e-01,6.303633451461791992e-01,7.437102794647216797e-01,7.123700976371765137e-01,6.404217481613159180e-01,6.944339275360107422e-01,6.388322114944458008e-01,7.890751361846923828e-01,6.798380613327026367e-01,6.921165585517883301e-01,8.039939403533935547e-01,8.302431702613830566e-01,6.377539634704589844e-01,6.564580202102661133e-01,6.789807677268981934e-01,6.573674678802490234e-01,6.753804087638854980e-01,6.223510503768920898e-01,6.122565865516662598e-01,7.050974369049072266e-01,7.050364017486572266e-01,7.218258380889892578e-01,7.098089456558227539e-01,7.483631372451782227e-01,7.460556030273437500e-01,6.709575653076171875e-01,6.137171983718872070e-01,1.266542673110961914e-01,1.448268145322799683e-01,1.165769249200820923e-01,1.424050927162170410e-01,1.178320199251174927e-01,1.913424730300903320e-01,1.393074542284011841e-01,1.159361004829406738e-01,1.638280004262924194e-01,1.440488547086715698e-01
5.854928493499755859e-02,1.208785623311996460e-01,9.418098628520965576e-02,1.406167000532150269e-01,1.419952958822250366e-01,1.001767069101333618e-01,1.187729537487030029e-01,1.462415903806686401e-01,1.629645526409149170e-01,8.392629027366638184e-02,1.312499791383743286e-01,1.193792074918746948e-01,1.385914236307144165e-01,1.854001879692077637e-01,1.719309985637664795e-01,8.718806505203247070e-02,1.269202530384063721e-01,1.247403323650360107e-01,1.698177009820938110e-01,9.168799221515655518e-02,7.815955579280853271e-02,1.519344598054885864e-01,1.283051371574401855e-01,1.659826040267944336e-01,8.306873589754104614e-02,1.344910860061645508e-01,1.059444695711135864e-01,1.447682827711105347e-01,8.518677204847335815e-02,1.602904647588729858e-01,1.673628240823745728e-01,1.704062372446060181e-01,1.034165024757385254e-01,1.341197043657302856e-01,1.316686719655990601e-01,9.597973525524139404e-02,1.323317736387252808e-01,1.079500764608383179e-01,1.602624356746673584e-01,1.099515557289123535e-01,2.541677355766296387e-01,4.919205904006958008e-01,2.981996238231658936e-01,2.089952230453491211e-01,4.024311900138854980e-01,4.047684371471405029e-01,2.148235738277435303e-01,4.292316138744354248e-01,3.105027377605438232e-01,3.275624215602874756e-01,1.165600717067718506e-01,2.041205167770385742e-01,1.505319476127624512e-01,1.599419265985488892e-01,1.682837009429931641e-01,1.992879509925842285e-01,1.160437166690826416e-01,1.359069496393203735e-01,1.481611728668212891e-01,1.433437019586563110e-01,6.981816291809082031e-01,5.860166549682617188e-01,6.017386913299560547e-01,7.164587974548339844e-01,6.094316840171813965e-01,6.502275466918945312e-01,7.881158590316772461e-01,6.486397981643676758e-01,7.063579559326171875e-01,6.611993312835693359e-01,7.302541732788085938e-01,7.029935121536254883e-01,6.272710561752319336e-01,6.442680358886718750e-01,6.156598329544067383e-01,7.757648229598999023e-01,7.737036943435668945e-01,6.498779058456420898e-01,7.605644464492797852e-01,7.796039581298828125e-01,6.595647335052490234e-01,6.081479191780090332e-01,6.494563817977905273e-01,7.178167700767517090e-01,6.843236684799194336e-01,7.468054294586181641e-01,5.957716703414916992e-01,6.891941428184509277e-01,7.275553941726684570e-01,6.131576299667358398e-01,1.438723653554916382e-01,1.779853254556655884e-01,1.153357475996017456e-01,1.730296313762664795e-01,1.135004013776779175e-01,1.402337700128555298e-01,1.032879203557968140e-01,1.563531756401062012e-01,1.332561373710632324e-01,1.057657897472381592e-01
