# widthsADWIN, reconstructionErrorTime, driftDecisions, driftLabels
1,0.451669216156,0,0
2,0.383735358715,0,0
3,0.334659427404,0,0
4,0.352817118168,0,0
5,0.425445646048,0,0
6,0.376398742199,0,0
7,0.473872214556,0,0
8,0.339078128338,0,0
9,0.388649910688,0,0
10,0.362173378468,0,0
11,0.374184846878,0,0
12,0.355931341648,0,0
13,0.357010513544,0,0
14,0.349473595619,0,0
15,0.381829380989,0,0
16,0.396496653557,0,0
17,0.441515266895,0,0
18,0.340367913246,0,0
19,0.383752107620,0,0
20,0.340171039104,0,0
21,0.319917500019,0,0
22,0.365840822458,0,0
23,0.338392019272,0,0
24,0.373257815838,0,0
25,0.395740270615,0,0
26,0.391763806343,0,0
27,0.391146153212,0,0
28,0.354750692844,0,0
29,0.374623954296,0,0
30,0.406363427639,0,0
31,0.403304100037,0,0
32,0.321252733469,0,0
33,0.343156784773,0,0
34,0.418513745070,0,0
35,0.354167222977,0,0
36,0.356510341167,0,0
37,0.361396759748,0,0
38,0.441226810217,0,0
39,0.408977806568,0,0
40,0.413799315691,0,0
41,0.398547261953,0,0
42,0.372657746077,0,0
43,0.405465573072,0,0
44,0.366937398911,0,0
45,0.366510540247,0,0
46,0.422959506512,0,0
47,0.366460561752,0,0
48,0.349832773209,0,0
49,0.402831077576,0,0
50,0.361999332905,0,0
51,0.327003151178,0,0
52,0.423297822475,0,0
53,0.315053105354,0,0
54,0.416527718306,0,0
55,0.403565734625,0,0
56,0.392680853605,0,0
57,0.395656943321,0,0
58,0.397137850523,0,0
59,0.409928381443,0,0
60,0.411603480577,0,0
61,0.387328207493,0,0
62,0.409899622202,0,0
63,0.334965229034,0,0
64,0.369439780712,0,0
65,0.364697694778,0,0
66,0.370284497738,0,0
67,0.385812193155,0,0
68,0.430361926556,0,0
69,0.379056185484,0,0
70,0.366034358740,0,0
71,0.392596334219,0,0
72,0.404399961233,0,0
73,0.362419337034,0,0
74,0.406535714865,0,0
75,0.383578747511,0,0
76,0.342804223299,0,0
77,0.361605793238,0,0
78,0.388843297958,0,0
79,0.338809281588,0,0
80,0.401692062616,0,0
81,0.333296626806,0,0
82,0.340313434601,0,0
83,0.415542989969,0,0
84,0.346318095922,0,0
85,0.340296387672,0,0
86,0.375907659531,0,0
87,0.358758509159,0,0
88,0.411759138107,0,0
89,0.367186546326,0,0
90,0.420250445604,0,0
91,0.408469229937,0,0
92,0.358190894127,0,0
93,0.395618051291,0,0
94,0.433576226234,0,0
95,0.388334363699,0,0
96,0.395408004522,0,0
97,0.350770235062,0,0
98,0.362178206444,0,0
99,0.365395933390,0,0
100,0.398505359888,0,0
101,0.386677622795,0,0
102,0.405802220106,0,0
103,0.425771981478,0,0
104,0.432665586472,0,0
105,0.469652920961,0,0
106,0.417292684317,0,0
107,0.384813040495,0,0
108,0.398251116276,0,0
109,0.372287243605,0,0
110,0.485142946243,0,0
111,0.331915438175,0,0
112,0.352650493383,0,0
113,0.448848724365,0,0
114,0.369781881571,0,0
115,0.381810188293,0,0
116,0.386780679226,0,0
117,0.350421667099,0,0
118,0.405504822731,0,0
119,0.394117355347,0,0
120,0.373913317919,0,0
121,0.365128338337,0,0
122,0.422008723021,0,0
123,0.355529934168,0,0
124,0.405525982380,0,0
125,0.401591539383,0,0
126,0.325048983097,0,0
127,0.413157820702,0,0
128,0.353047966957,0,0
129,0.416242480278,0,0
130,0.355730175972,0,0
131,0.388444155455,0,0
132,0.357112824917,0,0
133,0.421333014965,0,0
134,0.374794661999,0,0
135,0.408884853125,0,0
136,0.392064213753,0,0
137,0.360685229301,0,0
138,0.393599569798,0,0
139,0.412029266357,0,0
140,0.374959141016,0,0
141,0.378814399242,0,0
142,0.375897377729,0,0
143,0.414525508881,0,0
144,0.385933637619,0,0
145,0.373867779970,0,0
146,0.329428941011,0,0
147,0.387259811163,0,0
148,0.440945118666,0,0
149,0.383857727051,0,0
150,0.400698930025,0,0
151,0.362460911274,0,0
152,0.360854446888,0,0
153,0.390308529139,0,0
154,0.355805844069,0,0
155,0.367146074772,0,0
156,0.375139504671,0,0
157,0.425557196140,0,0
158,0.343590378761,0,0
159,0.388278245926,0,0
160,0.355509608984,0,0
161,0.342805624008,0,0
162,0.364897847176,0,0
163,0.401134073734,0,0
164,0.396400660276,0,0
165,0.362783223391,0,0
166,0.387784630060,0,0
167,0.368093699217,0,0
168,0.367202490568,0,0
169,0.349071383476,0,0
170,0.418195813894,0,0
171,0.386199384928,0,0
172,0.393445044756,0,0
173,0.400354564190,0,0
174,0.392615675926,0,0
175,0.404380798340,0,0
176,0.360859781504,0,0
177,0.378106862307,0,0
178,0.384728342295,0,0
179,0.376426875591,0,0
180,0.336026370525,0,0
