,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,88.2,216.1472997416021,0.07258515386422364,0.41964294103828986,0.653148931172187,0.841503406154569,0.064,0.36999999999999994,0.576,0.7420000000000001,0.06801984370672735,0.39324591506219225,0.6121304290238293,0.7885961299955448,0.003775843125407967
