,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,92.4,117.88193378972446,0.3571241875763421,0.7367430894687904,0.8209929346929702,0.9033613513423069,0.32999999999999996,0.6799999999999999,0.758,0.834,0.3429403575092894,0.7070495455108864,0.7880353215096271,0.8670698536271315,0.002442651889716857
