# widthsADWIN, reconstructionErrorTime, driftDecisions
1,0.444947749376,0
2,0.391537338495,0
3,0.401146054268,0
4,0.425294309855,0
5,0.364022582769,0
6,0.421300113201,0
7,0.417462259531,0
8,0.367736548185,0
9,0.414331406355,0
10,0.378490835428,0
11,0.367383271456,0
12,0.411629647017,0
13,0.347096741199,0
14,0.401574283838,0
15,0.389920681715,0
16,0.448440194130,0
17,0.370682656765,0
18,0.447655260563,0
19,0.411051362753,0
20,0.391192972660,0
21,0.408696740866,0
22,0.429476290941,0
23,0.385602235794,0
24,0.403270274401,0
25,0.409393280745,0
26,0.391191124916,0
27,0.426120877266,0
28,0.441022843122,0
29,0.413267672062,0
30,0.418788582087,0
31,0.421720772982,0
32,0.408640772104,0
33,0.424452304840,0
34,0.404509961605,0
35,0.409698277712,0
36,0.477197378874,0
37,0.408499389887,0
38,0.343619465828,0
39,0.423444837332,0
40,0.414293318987,0
41,0.379590421915,0
42,0.456884562969,0
43,0.431215405464,0
44,0.373806715012,0
45,0.370120167732,0
46,0.442203521729,0
47,0.405516266823,0
48,0.418358922005,0
49,0.412872850895,0
50,0.382638275623,0
51,0.411003768444,0
52,0.456421136856,0
53,0.409342557192,0
54,0.367387920618,0
55,0.445306599140,0
56,0.410842925310,0
57,0.370633572340,0
58,0.405359268188,0
59,0.465470433235,0
60,0.434837132692,0
61,0.374175488949,0
62,0.370695918798,0
63,0.443788170815,0
64,0.425683081150,0
65,0.368656128645,0
66,0.435500234365,0
67,0.409781515598,0
68,0.383841782808,0
69,0.373994141817,0
70,0.403085201979,0
71,0.348607629538,0
72,0.379579275846,0
73,0.404161334038,0
74,0.419180214405,0
75,0.380869776011,0
76,0.369182318449,0
77,0.411886334419,0
78,0.417071878910,0
79,0.364875316620,0
80,0.430773556232,0
81,0.447094827890,0
82,0.378113269806,0
83,0.403570294380,0
84,0.384377717972,0
85,0.402398437262,0
86,0.436435520649,0
87,0.347437977791,0
88,0.463077247143,0
89,0.372918367386,0
90,0.386904090643,0
91,0.443672508001,0
92,0.467716783285,0
93,0.444488525391,0
94,0.419985592365,0
95,0.382841050625,0
96,0.433649688959,0
97,0.373131066561,0
98,0.447305649519,0
99,0.333787769079,0
100,0.431058287621,0
101,0.410076171160,0
102,0.406675785780,0
103,0.412714868784,0
104,0.473045796156,0
105,0.359018176794,0
106,0.384116113186,0
107,0.399608641863,0
108,0.395787894726,0
109,0.435455322266,0
110,0.342037618160,0
111,0.389914959669,0
