,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
PCA-CD,90.0,542.1282051282051,0.044444444444444446,0.13333333333333333,0.17777777777777778,0.35555555555555557,0.04,0.12,0.16,0.32,0.042105263157894736,0.12631578947368424,0.16842105263157894,0.3368421052631579,72.82315554410376,0
