,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,243.158,242.67368421052635,0.22070751193141178,0.3012924874488242,0.32495991795086543,0.33134482390214515,0.536842105263158,0.731578947368421,0.7894736842105263,0.8052631578947368,0.312728636900608,0.42669523457714853,0.4602844722587919,0.46937677299288366,95.62496402877699,0.007783547758920864
