,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,274.73499999999996,56.23157894736842,0.25299685998338284,0.3548283883432132,0.3605613346421972,0.3646021509687278,0.6947368421052631,0.9736842105263157,0.9894736842105264,1.0,0.3708025465596696,0.5199411681604966,0.5283527487551758,0.5341924759504018,98.38230215827338,0.0026771558430913516
