,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,237.89499999999998,63.136842105263156,0.3050685742718583,0.3809171385454919,0.39856467075939783,0.4207071524682532,0.7263157894736841,0.9052631578947368,0.9473684210526316,1.0,0.4295903329671987,0.5361167315271793,0.5609828417850806,0.592148555217585,97.5968345323741,0.0027390121896044358
