,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,315.4,299.3457209684344,0.03406148302585364,0.07097707494844294,0.0895314249137088,0.12017191919690573,0.10799999999999998,0.22399999999999998,0.282,0.38,0.05175890124104117,0.10773610493379364,0.13583598625390728,0.1824938372520781,74.94435531537617,0.011957739599248127
