,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,190.2,456.4366780949916,0.01686463446288445,0.07554562006696594,0.10561947725113563,0.16850835746055515,0.032,0.144,0.20199999999999996,0.31999999999999995,0.024531607782057173,0.09903687648610107,0.13861952768349373,0.22061684578558866,78.96141180444145,0.011831043538113959
