,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,192.8,438.7199594270827,0.03971404569256566,0.07200071654171514,0.1113189710719434,0.16357233551569345,0.07600000000000001,0.138,0.21400000000000002,0.31399999999999995,0.05207886982045238,0.09445930461141053,0.14620796605277767,0.21473733815365917,77.89090602043402,0.010927840324731647
