,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,6927.369000000001,48.742105263157896,0.009041220244102467,0.014359584668649398,0.014435572510594689,0.014435572510594689,0.6263157894736842,0.9947368421052631,1.0,1.0,0.01782512334176704,0.028310489387544036,0.02846030212162643,0.02846030212162643,99.30553956834531,0.020725143482589928
