,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,60.0,481.5,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.00071186515271543
