,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,240.0,493.3333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.1,0.1,0.1,0.2,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.08214584661989796
