,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,636.0,310.44999999999993,0.018867924528301886,0.0440251572327044,0.05345911949685535,0.07232704402515723,0.12000000000000002,0.2800000000000001,0.33999999999999997,0.4600000000000001,0.032608695652173905,0.07608695652173912,0.09239130434782612,0.125,0.010098263534777054
