,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,12.0,577.2,0.0,0.16666666666666669,0.33333333333333337,0.33333333333333337,0.0,0.019999999999999997,0.039999999999999994,0.039999999999999994,0.0,0.03571428571428571,0.07142857142857142,0.07142857142857142,80.33606349742465,0.017716930138041882
