,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Accuracy,Time per Example
0,100.0,140.95,0.05263157894736842,0.3684210526315789,0.8421052631578947,1.0,0.05263157894736842,0.3684210526315789,0.8421052631578947,1.0,0.05263157894736842,0.3684210526315789,0.8421052631578947,1.0,97.12,0.1132
