,0.1,0.3,0.5,0.7,0.9
RandomNumpyRandomNormalUniform_onlyMeanDrift_var0.05_50DR_100Dims_1MinDimBroken_300MinL_2000MaxL_2021-08-06_10.42.pickle,0.8307696350630038,0.8849659435933548,0.8714357859680609,0.8446961573040802,0.8404594635592293
