,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300
SAW (NAE-IAW),136.8,122.82602040816326,0.266411257922173,0.5177818805543623,0.5966277848238246,0.6625614326276952,0.364,0.708,0.8160000000000001,0.906,0.3076070040724513,0.5980394779746352,0.689172229572638,0.7652715795989403
SAW (RAE-IAW),107.4,97.94957482993198,0.3689564017394205,0.6910520873256721,0.8047470646055551,0.864440941657923,0.3959999999999999,0.7420000000000001,0.8640000000000001,0.9279999999999996,0.3819613252603026,0.7155455330778866,0.8332359072956897,0.8950026954572605
ADWIN-10,636.0,310.44999999999993,0.0188679245283018,0.0440251572327044,0.0534591194968553,0.0723270440251572,0.12,0.2800000000000001,0.3399999999999999,0.4600000000000001,0.0326086956521739,0.0760869565217391,0.0923913043478261,0.125
ADWIN-10i,66.0,330.3030303030304,0.0606060606060605,0.0909090909090909,0.2121212121212121,0.5151515151515152,0.0399999999999999,0.06,0.14,0.3399999999999999,0.0481927710843373,0.072289156626506,0.1686746987951806,0.4096385542168673
IBDD,2974.0,19.346938775510207,0.0295897780766644,0.0329522528581035,0.0329522528581035,0.0329522528581035,0.8800000000000001,0.9800000000000002,0.9800000000000002,0.9800000000000002,0.0572543916720884,0.0637605725439167,0.0637605725439167,0.0637605725439167
D3,869.0,60.87868202210306,0.0538343970528654,0.077341330755363,0.0817158909971628,0.0844699627664988,0.4679999999999999,0.6719999999999999,0.71,0.734,0.0965604795153769,0.1387163570408244,0.1465621921466744,0.151503292737116
PCA-CD,118.0,550.0714285714286,0.0338983050847457,0.0847457627118644,0.135593220338983,0.2542372881355932,0.04,0.1,0.16,0.3,0.036697247706422,0.091743119266055,0.146788990825688,0.2752293577981651
