,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,4724.0,13.720000000000002,0.020745131244707872,0.021168501270110076,0.021168501270110076,0.021168501270110076,0.9800000000000002,1.0,1.0,1.0,0.04063018242122719,0.041459369817578764,0.041459369817578764,0.041459369817578764,0.010016135994414609
