,% Changes detected,Mean time until detection (instances),Precision_60,Precision_120,Precision_180,Precision_300,Recall_60,Recall_120,Recall_180,Recall_300,F1Score_60,F1Score_120,F1Score_180,F1Score_300,Time per Example
0,600.0,82.77777777777779,0.1,0.11666666666666667,0.13333333333333333,0.13333333333333333,0.5999999999999999,0.7,0.8,0.8,0.17142857142857143,0.2,0.2285714285714286,0.2285714285714286,0.005743882580758736
